"","date_data_unlist","auteur_data_unlist","titre_data_unlist","resume_data_unlist"
"180","Décembre 2005","Seloua Luste Boulbina","Alexis de Tocqueville. Sur L’esclavage"," Essai - 11 x 18 - 204p..Dans la première moitié du XIXe siècle, alors que la plupart des pays du Nouveau Monde renoncent à l’esclavage et que l’Angleterre l’abolit à son tour, la France ne semble pas pressée de mettre fin à une pratique profondément ancrée dans les colonies, mais qui paraît bien abstraite vue de Paris. Après avoir été le témoin attentif de la démocratie en Amérique, Tocqueville devient député, rapporteur parlementaire sur les questions de l’esclavage et des colonies. Les textes rassemblés ici permettent d’éclairer un aspect méconnu de sa pensée : ils relèvent davantage du réalisme politique que du libéralisme qu’il est d’usage de prêter à leur auteur, où l’on verra également que l’abolitionnisme français est varié, qu’il est loin d’être toujours guidé par une pure philanthropie et que ses ardents défenseurs s’intéressent beaucoup plus aux idées qu’aux hommes – surtout quand ceux-ci ne sont pas européens.Les textes de cette édition sont mis en perspective par Seloua Luste boulbina, agrégée de philosophie et docteur en sciences politiques, responsable de séminaire au Collège international de philosophie et à l’institut d’études politiques de Paris et qui a déjà coordonnée la publication des textes de Tocqueville sur l’Algérie (Garnier Flammarion, 2003)."
"181","Décembre 2005","Ali Malek","Le Chien de Titanic"," Littérature - Roman - 11 x 19 - 176p..Le chien de TitanicTitanic est ce bourg de Kabylie « si fréquemment inondé par le passé qu’il y a laissé son toponyme inspiré d’un saint aïeul pour ce sobriquet de cinéma ». Ses habitants y mènent une vie d’ennui et d’inertie. Jusqu’au jour où tout bascule : le chien du capitaine de gendarmerie est tué.Celui-ci n’aura de cesse de trouver le coupable, quitte à provoquer l’irréparable."
"182","Septembre 2005","Khelifa Benamara","Isabelle Eberhardt & l’Algérie"," Essai - 16 x 23 - 104p..Qui était donc Isabelle Eberhardt, cette Suisse d’origine russe naturalisée française, irrésistiblement attirée par l’Algérie ? Cette jeune femme qui se déguisait en homme était-elle seulement une originale, adepte de l’errance et de la solitude ? Fut-elle espionne pour le compte de la France ? Autant de questions…Fascinée par l’Islam, elle apprit l’arabe, entra dans l’ordre des mystiques Qadrya. Elle fut également journaliste, une écrivaine prolifique. Elle aima tant l’Algérie qu’elle y périt le 21 octobre 1904,  à Aïn-Séfra, emportée par un oued en crue. Nombre d’ouvrages ont été consacrés à Isabelle Eberhardt. Dans leur sillage, Khelifa Benamara, né dans l’habitation même où elle mourut, nous livre une biographie captivante. Son talent de conteur mêle rigueur historique et narration fluide. Il raconte les pérégrinations d’Isabelle, ses amours, sa foi, ses erreurs, sa solitude. L’écriture est sans complaisance. Enflammée, alerte, elle dit la fascination mais surtout l’attachement qu’inspire cette jeune femme au destin peu ordinaire."
"183","Septembre 2005","Nourredine Saadi","La Nuit des origines"," Littérature - Roman - 11 x 20 - 208p..D’emblée, le livre s’ouvre sous le signe de l’étrangeté. Une femme, Abla B., exilée en France, découvre un jour chez un antiquaire, stupéfaite, un lit à baldaquin, semblable au sien, laissé à Constantine. Dès lors, se tissent des histoires croisées entre des êtres et des choses, des personnages et des objets, sur fond d’un amour impossible. Poursuivant ses figures allégoriques pour dire l’Algérie, Nourredine Saadi plante ici le décor de son imagination entre Constantine, la ville de son enfance et les puces de Saint-Ouen, lieu réel mais totalement réinventé, tel un pays des merveilles, drôles et cosmopolite."
"184","Mai 2005","Maissa Bey","Surtout ne te retourne pas"," Littérature - Roman - 11 x 20 - 208p..Le 21 mai 2003 la terre, avec une violence inédite, tremblait à Boumerdès, provoquant un drame inouï. Amina, une jeune fille jusqu’alors sans histoire, rejoint, presque à son insu, la cohorte des victimes du séisme. Elle se défait ainsi de son identité, de ses racines, de sa vie même, et va découvrir, au contact d’une humanité désolée, au milieu du désordre, de la précarité – et de la violence aussi -, des aspects inconnus d’elle-même. Maissa Bey, dans une langue sobre et éloquente, tente de dire ici l’horreur qu’a causé ce sinistre. A travers ce roman, elle rend hommage à son héroïne et à ses personnages qui s’agitent désespérément mais avec humanité pour faire face à l’inacceptable."
"185","Février 2005","Said Bouterfa","Les Manuscrits du Touat"," Essai - 16 x 23 - 104p..Said Bouterfa nous invite à un voyage dans les bibliothèques de la région d’Adrar, dans cette partie centrale du Nord de l’Afrique, où le commerce transsaharien, qui permettait le transit de diverses marchandises, d’Afrique du Nord vers le Mali et l’Afrique noire, en passant par la région du Touat ; assura pendant longtemps la prospérité de grandes villes caravanières telles Ouadane, Sijilmassa ou Chinguetti. Ces centres de rassemblement de pèlerins en partance pour la Mecque voyaient affluer les érudits et les étudiants dans leurs écoles, leurs bibliothèques et leurs mosquées ; et devinrent des villes de première importance pour les musulmans."
"186","Décembre 2004","Philippe Mouillon","Alger, un passage dans la lumière"," Beau Livre - 30 x 20 - 176p..Au cœur d’Alger, un lieu mythique : le tunnel des Facultés. L’artiste Philippe Mouillon décide d’en bouleverser l’usage en projetant des œuvres d’ombres et de lumières, créations de plasticiens du monde entier. Il offre ainsi à la ville, aux piétons et aux automobilistes, un véritable musée d’art contemporain qui renouvelle leur quotidien et élargit leur imaginaire. Ce livre, à la croisée des genres, restitue cette aventure. Il mêle les images, que les artistes – Algériens, brésiliens, estoniens, indiens, sud-africains… – ont inventées pour l’occasion, à des textes littéraires et aux photographies d’Ammar Bouras. Tous dessinent la forme d’une ville et d’un lieu ouverts à la diversité un monde, vivants, en mouvement."
"187","Décembre 2004","Bernard Lesaing","Djanet, une oasis saharienne en pays Touareg"," Beau Livre - 23 x 21 - 48p..« Couleur de palme, couleur d’eau, couleur de vie, l’oasis de Djanet palpite dans le grand corps minéral du désert. Sur la carte aérienne du sahara, sa verdure forme un point à peine perceptible entre les tons dominants de jaune, de brun et de gris. A l’ouest, le cordon des dunes d’Admer, la vallée fossile de Tafassisset, les pics de grès déchiquetés par le vent jusqu’au Ténéré, ce désert inhospitalier que les voyageurs ont hâte de franchir pour retrouver la vie. Après la longue traversée d’étendues arides, l’oasis leur apparait enfin, lovée dans le giron du haut plateau de l’Ajjer, à l’abri de la montagne Taggart Toget »Avec le récit photographique mêlant paysages et reportage dans la célèbre oasis de Djanet, Bernard Lesaing esquisse le portrait d’une société locale, d’un cadre de vie et d’une culture ancestrale, au cœur du pays Touareg, à l’occasion de la célébration annuelle de Sebeiba."
"188","Décembre 2004",NA,"Algérie 1956,  livre blanc sur la répression"," Essai - 14 x 22 - 354p..« Les textes qu’on va lire, les témoignages, les extraits de presse et les lettres, les faits sobrement relatés, les chiffres même, dans leur rigueur sans merci : tout cela fixe une époque douloureuse, inhumaine, et jette sur la « pacification » en Algérie un éclairage d’une rare cruauté »..Denise et Robert Barrat"
"189","Décembre 2004","Étienne Sved","Alger 1951,  un pays dans l’attente"," Beau Livre - 24 x 25 - 112p..En 1951,  le photographe d’origine hongroise Étienne Sved (1914-1996) entreprend un voyage de deux mois en Algérie au cours duquel il réalise un travail ethnographique de la même qualité que celui qu’il avait entrepris en Égypte dix ans plus tôt (publié dans Maalesh, Le Bec en l’Air, 2004). Ses photos se démarquent radicalement de l’imagerie coloniale alors en vigueur et montrent la société Algérienne des années cinquante à travers des scènes de la vie quotidienne prises sur le vif (marchés, scènes de rue, scènes de guérisseurs, vie dans la Casbah, portraits…). Au fil des jours, Sved s’éloigne d’Alger et s’aventure jusqu’aux portes du désert, découvrant la réalité d’une société rurale et traditionnelle. La qualité de ses photographies, unanimement reconnue en Algérie où ce type d’images est rare à cette période, a inspiré à deux écrivains, Maïssa Bey et Benjamin Stora – l’une Algérienne, l’autre français –, deux textes littéraires. Malek Alloula, lui-même écrivain et spécialiste de la photographie coloniale, est l’auteur d’une préface où il analyse la démarche photographique originale de Sved. Le livre alterne le texte et l’image à travers une mise en page sobre et une impression de qualité. Les photographies d’Étienne Sved sont totalement inédites et ont été retrouvées en 2003 par l’association « Les Amis d’Étienne Sved », présidée par le photographe Willy Ronis"
"190","Janvier 2004","Benjamin Stora","Algérie 1954"," Essai - 11 x 17 - 96p..1954,  l’armée française est défaite à Diên Biên Phû, les premiers coups de feu retentissent dans les Aurès d’Algérie. Il y a bien eu un avant et un après 1954. Les morts, les meurtres, la folie de la guerre, achèvent une société coloniale enfermée sur elle-même.Le talent de benjamin Stora nous fait vivre ces dernières heures cruciales en un récit âcre et mélancolique, mélange d’immaturité et d’inaccompli pour les Européens D4Alg2rie, de rage et d’espoir pour les colonisés. La maire d’Alger, Jacques Chevallier, porté au pouvoir par les partisans de l’Algérie française, finira, dans la guerre, par reconnaître l’existence d’une Algérie Algérienne. Le leader Krim Belkacem tient le maquis en Kabylie depuis plusieurs années et ne sait pas encore que la guerre sera si longue et si cruelle. Des européens d’Oran vivent leurs derniers moments d’insouciance et des paysans Algériens, qui semblent oubliés de tous ; n’imaginent pas leur rôle si important dans le conflit qui s’ouvre."
"191","Décembre 2003","Olivier Placet","Andalousies"," Beau Livre - 22 x 22 - 112p..Le temps d’un été, le photographe Olivier Placet arpente la mythique Andalousie, pousse les portes de ses palais et retrouve le plaisir de la photographie mécanique et du format 6 x 6. Il en revient avec une somme d’images qui expose la beauté rude des paysages, restitue l’indicible lumière des architectures et raconte avec simplicité la vie des rues.A partir de cette beauté, de cette lumière, de cette vie, l’écrivain Amin zaoui tisse le fil poétique d’une mémoire (presque) oubliée, d’un temps disparu où les poètes, les philosophes - de toutes les religions -, dans toutes les langues – conversaient calmement et inventaient un monde de raffinement et de sagesse. On se souviendra alors qu’Andalousie (And-al-usia) signifie littéralement « le pays des songes »."
